Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
07:49:18:31.237,61,0.0000000000,0.1581206918,0.2551761866,0.0000000000,0.0000000000,0.2453760207,0.1076078564,0.0000000000,0.1594858766,0.0000000000,0.1405228525,0.0000000000,0.2453793883,0.1077371389,0.1513793916,0.0000000000,0.0063821571,0.1699904054,0.0561506040,0.0698506460,0.0345381461,0.0263857339,0.0000000000,0.8215442896,0.8243760467,0.0000000000,0.0000000000,0.1064309850,0.1179698482,0.1631783247,0.1540457904,0.0765289441,0.0389681011,0.1160017550,0.0965924114,0.0676784888,0.0659685209,0.6115081310,0.5924933553,0.2660559416,0.2508895993,0.1539285481,0.1526360065,0.0413311496,0.0000000000,0.0000000000,0.0153292147,0.4009678960,0.4173322022,0.2797654569,0.2879516780,0.0000000035,0.0000000000,0.0000000000,0.0000000000,0.0854324773,0.0977821276,0.0083701098,0.1551457644,0.0977684334,0.0151547408
07:49:18:32.239,61,0.0000000000,0.1657197624,0.2603452206,0.0000000000,0.0000000000,0.2378835827,0.0975603312,0.0000000000,0.1671839207,0.0000000000,0.1458987445,0.0000000000,0.2378830016,0.0976698026,0.1545367688,0.0000000000,0.0088438503,0.1692857593,0.0552256927,0.0661807060,0.0340053104,0.0269761700,0.0000000000,0.8376043439,0.8399956822,0.0000000000,0.0000000000,0.1118325070,0.1239807308,0.1658152491,0.1571237445,0.0758301616,0.0374973193,0.1167307422,0.0973146483,0.0717236027,0.0701470748,0.6281344295,0.6095660329,0.2839185596,0.2672370970,0.1509171277,0.1495798677,0.0420915037,0.0000000000,0.0000000000,0.0150256036,0.4039312303,0.4179389775,0.2810605168,0.2894063592,0.0000000035,0.0000000000,0.0000000000,0.0000000000,0.0886588916,0.1025309637,0.0091100708,0.1582147628,0.1025172994,0.0162075702
07:49:18:33.241,61,0.0000000000,0.1687958091,0.2565543354,0.0000000000,0.0000000000,0.2305039316,0.0890165269,0.0000000000,0.1702608615,0.0000000000,0.1418518126,0.0000000000,0.2304966897,0.0891136527,0.1560086459,0.0000000000,0.0157024954,0.1688305438,0.0544670708,0.0636264235,0.0335134342,0.0275538638,0.0000000000,0.8472415805,0.8490602970,0.0000000000,0.0000000000,0.1154783741,0.1279024035,0.1675492823,0.1595818996,0.0745685771,0.0363434292,0.1171582490,0.0977592245,0.0739638135,0.0726146847,0.6374842525,0.6185888648,0.2894496620,0.2723065615,0.1491896510,0.1478254497,0.0427481644,0.0000000000,0.0000000000,0.0147654563,0.4087159634,0.4184601009,0.2818512917,0.2902936935,0.0000000026,0.0000000000,0.0000000000,0.0000000000,0.0861829296,0.1043953300,0.0090185041,0.1558809131,0.1043816507,0.0162629709
07:49:18:34.242,61,0.0000000000,0.1753994226,0.2519859076,0.0000000000,0.0000000000,0.2255826294,0.0793867558,0.0000000000,0.1768874675,0.0000000000,0.1370317489,0.0000000000,0.2255657166,0.0794731304,0.1583951116,0.0000000000,0.0252530277,0.1681519747,0.0537031367,0.0612655133,0.0330481641,0.0280732363,0.0000000000,0.8587568402,0.8598213196,0.0000000000,0.0000000000,0.1201575994,0.1331300884,0.1688320935,0.1618224382,0.0736487806,0.0353555419,0.1176235303,0.0982508436,0.0770739168,0.0762465447,0.6439422965,0.6257438660,0.2934403121,0.2758163810,0.1482766271,0.1468949765,0.0434067734,0.0000000000,0.0000000000,0.0145587754,0.4207319021,0.4211004376,0.2824353278,0.2907919884,0.0000000028,0.0000000000,0.0000000000,0.0000000000,0.0832186043,0.1084311381,0.0090483194,0.1530397534,0.1084174812,0.0165910330
07:49:18:35.244,61,0.0000000000,0.1778178811,0.2510702312,0.0000000000,0.0000000000,0.2231350094,0.0634034723,0.0000000000,0.1793192774,0.0000000000,0.1360498667,0.0000000000,0.2231146246,0.0634656399,0.1608583182,0.0000000000,0.0318788402,0.1675132066,0.0526214391,0.0593920387,0.0325855576,0.0284355171,0.0000000000,0.8650032282,0.8662862182,0.0000000000,0.0000000000,0.1231751814,0.1368187070,0.1698140055,0.1637222618,0.0724319071,0.0345127285,0.1179231480,0.0986828431,0.0792657211,0.0788336545,0.6526927948,0.6367771029,0.2998838425,0.2831043005,0.1479750127,0.1465920061,0.0441142917,0.0000000000,0.0000000000,0.0143680414,0.4276735187,0.4259727001,0.2830600142,0.2913402319,0.0000000018,0.0000000000,0.0000000000,0.0000000000,0.0826089010,0.1099162772,0.0091061890,0.1524590999,0.1099026501,0.0167567823
07:49:18:36.244,61,0.0000000000,0.1774315685,0.2609021664,0.0000000000,0.0000000000,0.2217819542,0.0568006895,0.0000000000,0.1790032983,0.0000000000,0.1461450458,0.0000000000,0.2217586190,0.0568550192,0.1621334702,0.0000000000,0.0347530097,0.1670976132,0.0518421009,0.0582500808,0.0321545899,0.0289290771,0.0000000000,0.8707225323,0.8718861938,0.0000000000,0.0000000000,0.1270928532,0.1411381364,0.1718792766,0.1658755392,0.0713963136,0.0337571129,0.1181278005,0.0990313888,0.0812364072,0.0811673626,0.6560703516,0.6405861974,0.3024120033,0.2855634689,0.1473583430,0.1459644288,0.0455298722,0.0000000000,0.0000000000,0.0142243151,0.4392037392,0.4343717098,0.2834732831,0.2915343344,0.0000000019,0.0000000000,0.0000000000,0.0000000000,0.0887403339,0.1097805947,0.0097681498,0.1584328860,0.1097669676,0.0173861776
07:49:18:37.247,61,0.0000000000,0.1769258827,0.2664246261,0.0000000000,0.0000000000,0.2214449346,0.0474253483,0.0000000000,0.1785333157,0.0000000000,0.1519159526,0.0000000000,0.2214182764,0.0474774092,0.1640899330,0.0000000000,0.0382819772,0.1664551347,0.0502728410,0.0573016331,0.0317107998,0.0296363644,0.0000000000,0.8792485595,0.8791619539,0.0000000000,0.0000000000,0.1315178424,0.1458739787,0.1729464978,0.1672074497,0.0699863881,0.0330315679,0.1182310805,0.0993918478,0.0843972713,0.0848535299,0.6633774042,0.6450439692,0.3138764799,0.2899225652,0.1488790810,0.1474179029,0.0463571176,0.0000000000,0.0000000000,0.0141090080,0.4476026297,0.4393697083,0.2837849855,0.2913935781,0.0000000015,0.0000000000,0.0000000000,0.0000000000,0.0922472477,0.1095273420,0.0101294667,0.1617915332,0.1095137373,0.0177102089
07:49:18:38.248,61,0.0000000000,0.1752579063,0.2724160850,0.0000000000,0.0000000000,0.2220290452,0.0360008664,0.0000000000,0.1768954098,0.0000000000,0.1581916362,0.0000000000,0.2219904214,0.0360385403,0.1651808769,0.0000000000,0.0405444726,0.1658485681,0.0489341095,0.0565549321,0.0312833153,0.0302803591,0.0000000000,0.8848229647,0.8846205473,0.0000000000,0.0000000000,0.1356973648,0.1504724175,0.1738038659,0.1681985855,0.0690357387,0.0323587880,0.1182748303,0.0997580737,0.0869429782,0.0878097862,0.6672230959,0.6474295855,0.3207298517,0.2945457995,0.1516197920,0.1500839591,0.0471659936,0.0000000000,0.0000000000,0.0140150571,0.4571819901,0.4455699325,0.2837440073,0.2908847928,0.0000000011,0.0000000000,0.0000000000,0.0000000000,0.0960683823,0.1085618138,0.0104540456,0.1654479653,0.1085469574,0.0179456696
07:49:18:39.250,61,0.0000536267,0.1739975512,0.3061658740,0.0000000000,0.0000000000,0.2316903174,0.0250434335,0.0000535586,0.1758647859,0.0000000000,0.1931142211,0.0000000000,0.2315902263,0.0250611287,0.1674558222,0.0000000000,0.0421063229,0.1654476076,0.0467963554,0.0558410510,0.0308274589,0.0309343059,0.0000000000,0.8928103447,0.8925971389,0.0000000000,0.0000000000,0.1417219192,0.1570302397,0.1766337156,0.1712600589,0.0677034035,0.0316888206,0.1181419641,0.1000973880,0.0901674256,0.0915701464,0.6876683235,0.6637339592,0.3386828601,0.3082452714,0.1629120708,0.1612869948,0.0478886850,0.0000000000,0.0000000000,0.0139363287,0.4723279178,0.4566791058,0.2833970189,0.2888581753,0.0000000011,0.0000000000,0.0000000000,0.0000000000,0.1172835454,0.1081757247,0.0127070900,0.1859582514,0.1081609204,0.0200733468
07:49:18:40.252,61,0.0000641545,0.1685676277,0.3122737408,0.0000000000,0.0000000000,0.2461758107,0.0196755808,0.0000640730,0.1704199910,0.0000000000,0.1994525790,0.0000000000,0.2460460216,0.0196846984,0.1684679687,0.0000000000,0.0432717502,0.1650114208,0.0452059172,0.0551294051,0.0303741656,0.0316050984,0.0000000000,0.8988686204,0.8983979821,0.0000000000,0.0000000000,0.1459309608,0.1615175605,0.1781950146,0.1730246842,0.0667405352,0.0310463458,0.1179363653,0.1004041359,0.0920402631,0.0937482938,0.6935843825,0.6684858203,0.3445115685,0.3126519620,0.1787636429,0.1771553010,0.0484596603,0.0000000000,0.0000000000,0.0138698937,0.4823218584,0.4662653804,0.2825913727,0.2848359942,0.0000000008,0.0000000000,0.0000000000,0.0000000000,0.1211757809,0.1048754826,0.0127232876,0.1897343844,0.1048606411,0.0198467150
07:49:18:41.253,61,0.0000669643,0.1663525403,0.3051138520,0.0000000000,0.0000000000,0.2572741508,0.0159690734,0.0000668792,0.1681329161,0.0000000000,0.1920275539,0.0000000000,0.2571205795,0.0159735139,0.1689864397,0.0000000000,0.0441999622,0.1637338251,0.0440843143,0.0544524901,0.0299473330,0.0321648307,0.0000000000,0.9022163153,0.9018628001,0.0000000000,0.0000000000,0.1483968943,0.1641075760,0.1791693717,0.1740558445,0.0659644753,0.0304352362,0.1178403273,0.1008238569,0.0936779976,0.0955707803,0.6962456107,0.6706701517,0.3476459086,0.3151743412,0.1894287765,0.1878239065,0.0489975847,0.0000000000,0.0000000000,0.0138113191,0.4901853502,0.4741535187,0.2812355459,0.2822316885,0.0000000010,0.0000000000,0.0000000000,0.0000000000,0.1166820005,0.1034122184,0.0120814946,0.1854107380,0.1033973247,0.0191272106
07:49:18:42.255,61,0.0000658682,0.1634615362,0.2949019372,0.0000000000,0.0000000000,0.2642997205,0.0143111590,0.0000657845,0.1651434898,0.0000000000,0.1814698726,0.0000000000,0.2641302943,0.0143133579,0.1696081609,0.0000000000,0.0449835323,0.1621901095,0.0428090431,0.0537393019,0.0295386892,0.0326308422,0.0000000000,0.9055460095,0.9055593610,0.0000000000,0.0000000000,0.1514882594,0.1674814969,0.1814582348,0.1760520786,0.0652181283,0.0298084542,0.1177883297,0.1013228074,0.0964498743,0.0986618549,0.6980496645,0.6724354625,0.3513160944,0.3198424876,0.1940710545,0.1924877018,0.0495195054,0.0000000000,0.0000000000,0.0137926182,0.4946550727,0.4786981046,0.2804180980,0.2808599174,0.0000000009,0.0000000000,0.0000000000,0.0000000000,0.1102877408,0.1014991999,0.0112094916,0.1792382449,0.1014842466,0.0181529950
07:49:18:43.256,61,0.0000628888,0.1607466787,0.2948570848,0.0000000000,0.0000000000,0.2746915519,0.0131987548,0.0000628089,0.1624011844,0.0000000000,0.1814229935,0.0000000000,0.2744874358,0.0131997392,0.1704454273,0.0000000000,0.0456264764,0.1612547487,0.0418902934,0.0530348010,0.0291333161,0.0330330357,0.0000000000,0.9078791738,0.9081643820,0.0000000000,0.0000000000,0.1545362025,0.1706054956,0.1839816719,0.1779744178,0.0645805746,0.0292480420,0.1176941916,0.1017666161,0.0986302793,0.1010170653,0.6995397806,0.6748967171,0.3530355096,0.3217477202,0.1967516541,0.1951772720,0.0500217155,0.0000000000,0.0000000000,0.0137935281,0.4986872375,0.4823407233,0.2797247767,0.2798767984,0.0000000009,0.0000000000,0.0000000000,0.0000000000,0.1102778837,0.0998135656,0.0110211130,0.1792408675,0.0997986048,0.0178497694
07:49:18:44.258,61,0.0000590919,0.1571920365,0.3013640046,0.0000000000,0.0000000000,0.2812044024,0.0127237830,0.0000590168,0.1588530093,0.0000000000,0.1881483495,0.0000000000,0.2809684277,0.0127241295,0.1711903661,0.0000000000,0.0461957268,0.1602194756,0.0411016084,0.0523495600,0.0287391301,0.0333566070,0.0000000000,0.9098772407,0.9103307724,0.0000000000,0.0000000000,0.1564891338,0.1726316512,0.1851203442,0.1789067835,0.0640185699,0.0287447628,0.1175087094,0.1020795777,0.1002171710,0.1027550623,0.7007479072,0.6768699288,0.3539693356,0.3227974474,0.1986538321,0.1970946342,0.0504761524,0.0000000000,0.0000000000,0.0138183497,0.5019178987,0.4851860404,0.2790567279,0.2790144682,0.0000000007,0.0000000000,0.0000000000,0.0000000000,0.1143902093,0.0976781920,0.0111842053,0.1832350940,0.0976631865,0.0178502500
07:49:18:45.259,61,0.0000550330,0.1570742428,0.3000714481,0.0000000000,0.0000000000,0.2843246460,0.0130159697,0.0000549630,0.1587262601,0.0000000000,0.1867637634,0.0000000000,0.2840697169,0.0130164223,0.1717299968,0.0000000000,0.0467417501,0.1588197798,0.0404194631,0.0517075732,0.0283680279,0.0335775949,0.0000000000,0.9112376571,0.9118617773,0.0000000000,0.0000000000,0.1576953083,0.1738723516,0.1857369989,0.1794246733,0.0635278448,0.0282717627,0.1173282117,0.1023520827,0.1012493223,0.1038496643,0.7014263868,0.6779211164,0.3544357121,0.3233951330,0.1997269094,0.1981741339,0.0509200320,0.0000000000,0.0000000000,0.0138470316,0.5041794181,0.4873164594,0.2785679996,0.2783895135,0.0000000004,0.0000000000,0.0000000000,0.0000000000,0.1135493144,0.0975908116,0.0110923564,0.1824505776,0.0975757986,0.0177586898
07:49:18:46.261,61,0.0000509953,0.1545477659,0.2999684811,0.0000000000,0.0000000000,0.2861023545,0.0145746516,0.0000509305,0.1561736465,0.0000000000,0.1866252571,0.0000000000,0.2858380377,0.0145765459,0.1722392589,0.0000000000,0.0472283736,0.1576758176,0.0398055911,0.0510931984,0.0280197579,0.0336718485,0.0000000000,0.9122559428,0.9129664898,0.0000000000,0.0000000000,0.1585869640,0.1748059541,0.1862341911,0.1798771620,0.0631185025,0.0278173499,0.1172116026,0.1026568860,0.1020498052,0.1046841294,0.7019120455,0.6787292361,0.3546777368,0.3238583207,0.2002405077,0.1986913085,0.0513825938,0.0000000000,0.0000000000,0.0138745233,0.5055118799,0.4886208177,0.2781919837,0.2779425085,0.0000000002,0.0000000000,0.0000000000,0.0000000000,0.1134822443,0.0960205570,0.0109063648,0.1824151576,0.0960055292,0.0174678303
07:49:18:47.263,61,0.0000471177,0.1504643112,0.2949163616,0.0000000000,0.0000000000,0.2872855365,0.0177107379,0.0000470578,0.1520173699,0.0000000000,0.1813877672,0.0000000000,0.2870171368,0.0177160110,0.1724544913,0.0000000000,0.0476724505,0.1564659625,0.0392497070,0.0505399667,0.0277030859,0.0336700901,0.0000000000,0.9130727053,0.9138724804,0.0000000000,0.0000000000,0.1592099816,0.1754826754,0.1865033805,0.1801391542,0.0627668723,0.0273764003,0.1171959490,0.1030337587,0.1026404127,0.1052919999,0.7020234466,0.6791652441,0.3548618555,0.3243840933,0.2003648877,0.1988187134,0.0518408753,0.0000000000,0.0000000000,0.0138929505,0.5068104267,0.4905489981,0.2780461907,0.2778312862,0.0000000002,0.0000000000,0.0000000000,0.0000000000,0.1103241444,0.0934318081,0.0103165582,0.1793854535,0.0934166983,0.0167149659
07:49:18:48.264,61,0.0000434625,0.1491970867,0.2943862379,0.0000000000,0.0000000000,0.2880618870,0.0193437971,0.0000434073,0.1507340670,0.0000000000,0.1808495969,0.0000000000,0.2877893448,0.0193501394,0.1726370752,0.0000000000,0.0481141172,0.1556632817,0.0387807414,0.0500402823,0.0274304040,0.0337549523,0.0000000000,0.9137190580,0.9145550728,0.0000000000,0.0000000000,0.1596917957,0.1759885997,0.1867785007,0.1804207265,0.0624920651,0.0269670468,0.1172708347,0.1034292132,0.1030854508,0.1057545245,0.7019367814,0.6792531013,0.3550170362,0.3247632682,0.2002079636,0.1986620277,0.0522287115,0.0000000000,0.0000000000,0.0139056463,0.5074827671,0.4912668765,0.2778868675,0.2777269185,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.1100048572,0.0926397592,0.0101991240,0.1790758371,0.0926246569,0.0165441632
07:49:18:49.266,61,0.0000400523,0.1509176940,0.3011778891,0.0000000000,0.0000000000,0.2882291079,0.0200876463,0.0000400014,0.1525140107,0.0000000000,0.1878711730,0.0000000000,0.2879543006,0.0200945977,0.1727542281,0.0000000000,0.0484956950,0.1550800800,0.0383653566,0.0496676043,0.0272081848,0.0339517407,0.0000000000,0.9141396880,0.9149817824,0.0000000000,0.0000000000,0.1599549651,0.1762575507,0.1870813519,0.1807577163,0.0621741340,0.0265830960,0.1172700673,0.1037111804,0.1033501774,0.1060128137,0.7018271089,0.6792132854,0.3552866578,0.3251124620,0.1998656243,0.1983172745,0.0525641441,0.0000000000,0.0000000000,0.0139077017,0.5075088739,0.4912046194,0.2776521742,0.2775235772,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.1142640859,0.0937788114,0.0107232938,0.1831889600,0.0937637612,0.0171291344
07:49:18:50.267,61,0.0000368890,0.1511297971,0.3041032553,0.0000000000,0.0000000000,0.2884200811,0.0205966383,0.0000368421,0.1527463049,0.0000000000,0.1909067184,0.0000000000,0.2881424725,0.0206039585,0.1728701293,0.0000000000,0.0488406941,0.1545622349,0.0379877388,0.0493153781,0.0269918106,0.0341131315,0.0000000000,0.9145132303,0.9153572321,0.0000000000,0.0000000000,0.1601616293,0.1764655411,0.1872883439,0.1809858680,0.0619054548,0.0262461081,0.1172382683,0.1039349735,0.1035795063,0.1062398106,0.7017582655,0.6792041063,0.3554877341,0.3253785372,0.1995695084,0.1980171353,0.0528705716,0.0000000000,0.0000000000,0.0139065254,0.5076265931,0.4912174940,0.2774970829,0.2773812711,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.1161087006,0.0939417705,0.0109146601,0.1849658787,0.0939267129,0.0173235890
07:49:18:51.269,61,0.0000339645,0.1490062177,0.3055536449,0.0000000000,0.0000000000,0.2892179787,0.0230722986,0.0000339214,0.1506095529,0.0000000000,0.1923987418,0.0000000000,0.2889293730,0.0230822191,0.1729738563,0.0000000000,0.0491918176,0.1540514380,0.0376435332,0.0489866622,0.0267894845,0.0343266763,0.0000000000,0.9147993326,0.9156185985,0.0000000000,0.0000000000,0.1602139622,0.1764863580,0.1872465760,0.1809901744,0.0616993383,0.0259679854,0.1171775013,0.1041081399,0.1037090495,0.1063464582,0.7016141415,0.6790481210,0.3554498255,0.3253277838,0.1993942559,0.1978386492,0.0530883558,0.0000000000,0.0000000000,0.0139091555,0.5078336596,0.4912393391,0.2772487402,0.2771156430,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.1170303747,0.0926375985,0.0108473049,0.1858703792,0.0926225260,0.0171642601
07:49:18:52.270,61,0.0000312660,0.1508199573,0.2993702590,0.0000000000,0.0000000000,0.2897648811,0.0237854291,0.0000312263,0.1524045169,0.0000000000,0.1859606504,0.0000000000,0.2894700170,0.0237965900,0.1730607152,0.0000000000,0.0495234840,0.1534611881,0.0372691192,0.0486504249,0.0265998505,0.0345071517,0.0000000000,0.9151785374,0.9159809947,0.0000000000,0.0000000000,0.1603425890,0.1766216904,0.1871764958,0.1809689105,0.0614945255,0.0256872233,0.1171602458,0.1043384522,0.1039119884,0.1065244600,0.7016487718,0.6791170835,0.3563842475,0.3260529935,0.1993048787,0.1977473348,0.0533010662,0.0000000000,0.0000000000,0.0139230080,0.5083859563,0.4916546345,0.2771302164,0.2769864500,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.1131028831,0.0936990529,0.0106057096,0.1820906103,0.0936839506,0.0170130208
07:49:18:53.272,61,0.0000287787,0.1531818509,0.2976454198,0.0000000000,0.0000000000,0.2902915478,0.0234211870,0.0000287422,0.1547799259,0.0000000000,0.1841520071,0.0000000000,0.2899867892,0.0234334469,0.1732012182,0.0000000000,0.0499108657,0.1528051347,0.0368756279,0.0482904427,0.0263919998,0.0346005969,0.0000000000,0.9156134725,0.9163922668,0.0000000000,0.0000000000,0.1605247706,0.1768216640,0.1871150583,0.1809988320,0.0612298846,0.0254013222,0.1170120612,0.1044553369,0.1041615829,0.1067303047,0.7028100491,0.6811417937,0.3588195443,0.3283110857,0.1992488652,0.1976884305,0.0535005927,0.0000000000,0.0000000000,0.0139282336,0.5089749098,0.4920473695,0.2772950828,0.2771305144,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.1119874939,0.0951474831,0.0106648700,0.1810170263,0.0951324329,0.0171768628
07:49:18:54.273,61,0.0000264876,0.1545164734,0.2915788889,0.0000000000,0.0000000000,0.2907356620,0.0231136475,0.0000264540,0.1560897678,0.0000000000,0.1778567880,0.0000000000,0.2904197574,0.0231268536,0.1733042598,0.0000000000,0.0504874326,0.1522218138,0.0364281498,0.0480258428,0.0261889342,0.0346087553,0.0000000000,0.9161100984,0.9168715477,0.0000000000,0.0000000000,0.1607729793,0.1770816743,0.1870450974,0.1811141819,0.0608969107,0.0251088068,0.1168017164,0.1045500785,0.1044693291,0.1069730520,0.7054646015,0.6854459643,0.3653871417,0.3352360725,0.1991091371,0.1975446194,0.0537003763,0.0000000000,0.0000000000,0.0139345182,0.5097879171,0.4925201237,0.2776771486,0.2775048316,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.1081510782,0.0959119126,0.0103842560,0.1773141325,0.0958968326,0.0169653185
07:49:18:55.275,61,0.0000243780,0.1523495764,0.2769761384,0.0000000000,0.0000000000,0.2914167941,0.0231648516,0.0000243471,0.1538092494,0.0000000000,0.1627808511,0.0000000000,0.2910773158,0.0231794138,0.1735375077,0.0000000000,0.0511518642,0.1517411321,0.0359969288,0.0477964953,0.0259985942,0.0345438942,0.0000000000,0.9166449308,0.9173907638,0.0000000000,0.0000000000,0.1611097306,0.1774210930,0.1869754493,0.1812611967,0.0605654642,0.0248520132,0.1165297851,0.1045821607,0.1048367321,0.1072631776,0.7077522874,0.6889702678,0.3676574528,0.3376357257,0.1988255531,0.1972552091,0.0539044403,0.0000000000,0.0000000000,0.0139595317,0.5121122003,0.4933412671,0.2781134844,0.2779363692,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0989971384,0.0944203958,0.0093596466,0.1684559137,0.0944052935,0.0158738755
07:49:18:56.277,61,0.0000224360,0.1521304399,0.2693012357,0.0000000000,0.0000000000,0.2918866873,0.0231532641,0.0000224075,0.1535400450,0.0000000000,0.1547972411,0.0000000000,0.2915364206,0.0231699087,0.1735709608,0.0000000000,0.0516822971,0.1513313651,0.0356465839,0.0475719571,0.0258392226,0.0345426686,0.0000000000,0.9170733094,0.9178056717,0.0000000000,0.0000000000,0.1612956822,0.1776092201,0.1867396384,0.1811971962,0.0603192747,0.0246269312,0.1163486093,0.1046583876,0.1050262228,0.1073819995,0.7085072398,0.6901478171,0.3688771427,0.3389233053,0.1984733939,0.1968944520,0.0541198961,0.0000000000,0.0000000000,0.0139633687,0.5132070184,0.4939756095,0.2785952389,0.2784099579,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0941434279,0.0942106992,0.0088822832,0.1637905091,0.0941955447,0.0154038165
07:49:18:57.279,61,0.0000206484,0.1530796140,0.2761002779,0.0000000000,0.0000000000,0.2922560573,0.0232069120,0.0000206221,0.1545414627,0.0000000000,0.1617760062,0.0000000000,0.2919005156,0.0232253671,0.1735335439,0.0000000000,0.0521241426,0.1511399895,0.0353702642,0.0474315733,0.0257124621,0.0345918573,0.0000000000,0.9173158407,0.9180220366,0.0000000000,0.0000000000,0.1613825113,0.1776855141,0.1866212338,0.1812397242,0.0601157844,0.0244209711,0.1162630692,0.1048018634,0.1050753593,0.1073725149,0.7084871531,0.6902737021,0.3695044518,0.3395640254,0.1979995966,0.1964129210,0.0543964282,0.0000000000,0.0000000000,0.0139550008,0.5137799382,0.4942940772,0.2789385319,0.2787500620,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0983818769,0.0948641077,0.0093456414,0.1679161787,0.0948489830,0.0158983096
07:49:18:58.280,61,0.0000190031,0.1545637250,0.2805412710,0.0000000000,0.0000000000,0.2926782966,0.0228666719,0.0000189789,0.1560676843,0.0000000000,0.1663772166,0.0000000000,0.2923202813,0.0228862464,0.1736382544,0.0000000000,0.0525112785,0.1510747373,0.0351970792,0.0473288484,0.0256163049,0.0347021483,0.0000000000,0.9174488187,0.9181120992,0.0000000000,0.0000000000,0.1614592522,0.1777581871,0.1866084933,0.1813667715,0.0600522496,0.0242603477,0.1163769811,0.1050693691,0.1051048860,0.1073498130,0.7076207995,0.6885753870,0.3697904050,0.3398182690,0.1973952651,0.1958003640,0.0546749495,0.0000000000,0.0000000000,0.0139483167,0.5141913295,0.4945893586,0.2792801559,0.2790600657,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.1011709645,0.0958278254,0.0097078923,0.1706020981,0.0958127156,0.0163151883
07:49:18:59.282,61,0.0000174888,0.1529275030,0.2817117274,0.0000000000,0.0000000000,0.2930230498,0.0234385468,0.0000174665,0.1544232965,0.0000000000,0.1675999314,0.0000000000,0.2926655114,0.0234573763,0.1739580035,0.0000000000,0.0528689623,0.1534576267,0.0353320651,0.0472204126,0.0255469643,0.0348425731,0.0000000000,0.9173624516,0.9179720879,0.0000000000,0.0000000000,0.1615080833,0.1777528971,0.1875179410,0.1825721562,0.0600414984,0.0241920296,0.1164751798,0.1051530316,0.1048387066,0.1070324779,0.7004178166,0.6798251271,0.3559362888,0.3255026340,0.1849105656,0.1832024157,0.0552296229,0.0000000000,0.0000000000,0.0139466850,0.5142602921,0.4946098328,0.2793895304,0.2790889144,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.1019242182,0.0948254317,0.0096770003,0.1713300943,0.0948103070,0.0162116960
07:49:19:00.284,61,0.0000160951,0.1472001523,0.2772206366,0.0000000000,0.0000000000,0.2927858233,0.0288414285,0.0000160747,0.1486144513,0.0000000000,0.1629239470,0.0000000000,0.2924287021,0.0288584474,0.1746214032,0.0000000000,0.0533101782,0.2103962898,0.0357411243,0.0471156016,0.0254098643,0.0348130427,0.0000000000,0.9170284271,0.9175577164,0.0000000000,0.0000000000,0.1615381390,0.1776834130,0.1959437430,0.1917827576,0.0596930347,0.0242191348,0.1128624678,0.1018633842,0.1007895842,0.1024898067,0.6984182596,0.6774030328,0.3174545169,0.2925059199,0.1382687241,0.1364452690,0.0592782348,0.0000000000,0.0000000000,0.0138652353,0.5076757669,0.4890924692,0.2793605924,0.2789846063,0.0000000009,0.0000000000,0.0000000000,0.0000000000,0.0991133898,0.0912323892,0.0090524377,0.1686537266,0.0912171975,0.0153526943
