Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
21:22:27:53.384,61,0.0926050246,0.2076357454,0.2031559944,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0926017091,0.2104634792,0.0000000000,0.1648844332,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0137361782,0.0000000000,0.0000000000,0.0072966679,0.0427106172,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0647677705,0.0718644634,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0674786717,0.0588614047,0.0117584374,0.0101112369,0.0000000000,0.0000000000,0.0059697931,0.0061517870,0.0000000000,0.0000000000,0.0179138742,0.0088304309,0.0095146643,0.0051027858,0.0030037994,0.0000000000,0.0022916938,0.0082778661,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1148858592,0.1188141704,0.0177097749,0.1088626087,0.1188304871,0.0260644630
21:22:27:54.388,61,0.0924862549,0.2132792026,0.2088248283,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0924831405,0.2162333876,0.0000000000,0.1698880643,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0139114670,0.0000000000,0.0000000000,0.0069315680,0.0413009860,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0628568307,0.0706069171,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0660614595,0.0580113083,0.0114726434,0.0098380204,0.0000000000,0.0000000000,0.0058121397,0.0060060089,0.0000000000,0.0000000000,0.0181031413,0.0096792700,0.0104057966,0.0049329121,0.0028096247,0.0000000000,0.0019533779,0.0079321759,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1178418249,0.1221171170,0.0185588486,0.1118268073,0.1221337914,0.0271548182
21:22:27:55.389,61,0.0924122185,0.2159732431,0.2126121521,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0924093574,0.2190020829,0.0000000000,0.1732528955,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0140936291,0.0000000000,0.0000000000,0.0066042705,0.0403043441,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0612671264,0.0697091818,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0648877174,0.0571814850,0.0111943223,0.0095719742,0.0000000000,0.0000000000,0.0056687612,0.0058739888,0.0000000000,0.0000000000,0.0182398148,0.0104544330,0.0112033170,0.0047730459,0.0026110443,0.0000000000,0.0016009301,0.0075664353,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1198385358,0.1237138808,0.0190757997,0.1138229966,0.1237308085,0.0277865846
21:22:27:56.391,61,0.0917442292,0.2134994268,0.2100009322,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0917428136,0.2164714038,0.0000000000,0.1708864868,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143546071,0.0000000000,0.0000000000,0.0063726073,0.0397245586,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0603510328,0.0691495463,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0640052631,0.0564561337,0.0109662134,0.0093519818,0.0000000000,0.0000000000,0.0055766986,0.0057922956,0.0000000000,0.0000000000,0.0184223577,0.0109817702,0.0117375236,0.0046492009,0.0024856953,0.0000000000,0.0013325306,0.0073128091,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.1184402928,0.1222619861,0.0186778121,0.1124574095,0.1222787350,0.0272889733
21:22:27:57.392,61,0.0725679472,0.1855266988,0.1510468274,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0725608245,0.1875600666,0.0000000000,0.1176232174,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0146203358,0.0000000000,0.0000000000,0.0061404426,0.0391847491,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0597801693,0.0688962564,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0632134303,0.0558300130,0.0107594104,0.0091366982,0.0000000000,0.0000000000,0.0054810783,0.0057037771,0.0000000000,0.0000000000,0.0183866546,0.0106706861,0.0114186238,0.0045105112,0.0024863083,0.0000000000,0.0010504387,0.0070506902,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,0.0865753144,0.1055298597,0.0119271288,0.0810300261,0.1055449098,0.0194125380
21:22:27:58.394,61,0.0281091314,0.1004677191,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0278770830,0.1002081558,0.0460771322,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0147939343,0.0000000000,0.0000000000,0.0059502111,0.0389911868,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0595558919,0.0689518005,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0623175725,0.0551573560,0.0106251361,0.0089700734,0.0000000000,0.0000000000,0.0053462242,0.0055753449,0.0000000000,0.0000000000,0.0179684479,0.0071494086,0.0079592392,0.0043941522,0.0026325667,0.0000000000,0.0007421047,0.0067690043,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.0272035021,0.0562654026,-0.0037915413,-0.0325256884,0.0562750883,0.0001058481
21:22:27:59.395,61,0.0128358332,0.0416977070,0.0000000000,0.1573104113,0.0000000000,0.0000000000,0.0000000000,0.0126824267,0.0402986743,0.2545700371,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0150232855,0.0000000000,0.0000000000,0.0058247834,0.0400790647,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0598169751,0.0695819259,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0612510256,0.0545235164,0.0104765585,0.0087731788,0.0000000000,0.0000000000,0.0052066389,0.0054439656,0.0000000000,0.0000000000,0.0167137869,0.0000000000,0.0000000000,0.0042860229,0.0027789606,0.0000000000,0.0003944855,0.0064290934,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.1511057317,0.0236104615,-0.0115009276,-0.1591310054,0.0236160941,-0.0102756359
21:22:28:00.397,61,0.0052728155,0.0010383633,0.0000000000,0.3261570632,0.0000000000,0.0000000000,0.0000000000,0.0051319976,0.0000000000,0.4195211232,0.0000000000,0.0000000000,0.0000000000,0.0001418541,0.0000000000,0.0000000000,0.0151960729,0.0000000000,0.0000000000,0.0057304921,0.0411244072,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0609890595,0.0712799504,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0597715862,0.0539133921,0.0102488277,0.0084890155,0.0000000000,0.0000000000,0.0050508752,0.0052989000,0.0000000000,0.0000000000,0.0150614437,0.0000000000,0.0000000000,0.0041279797,0.0028763649,0.0000000000,0.0000000000,0.0059459978,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2494020313,0.0015027858,-0.0127943400,-0.2622739375,0.0015049763,-0.0134425052
21:22:28:01.398,61,0.0013520395,0.0000000000,0.0000000000,0.4094631672,0.0000000000,0.0000000000,0.0522117279,0.0012226382,0.0000000000,0.5005736947,0.0000000000,0.0000000000,0.0000000000,0.0529445745,0.0000000000,0.0000000000,0.0152851325,0.0000000000,0.0000000000,0.0055167750,0.0419814959,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0617895126,0.0722413957,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0575651638,0.0533585846,0.0099046435,0.0080850283,0.0000000000,0.0000000000,0.0048789359,0.0051355730,0.0000000000,0.0000000000,0.0130272135,0.0000000000,0.0000000000,0.0039388645,0.0028897750,0.0000000000,0.0000000000,0.0053558568,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2976840436,-0.0047502965,-0.0132619720,-0.3131742477,-0.0047492012,-0.0144666713
21:22:28:02.400,61,0.0000000000,0.0067140800,0.0000000000,0.4237227440,0.0000000000,0.0000000000,0.1088360548,0.0000000000,0.0047475961,0.5146685839,0.0000000000,0.0000000000,0.0000000000,0.1098386198,0.0000000000,0.0000000000,0.0152121969,0.0000000000,0.0000000000,0.0052169343,0.0421824344,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0623717979,0.0729376003,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0556004494,0.0528556369,0.0094686244,0.0075796293,0.0000000000,0.0000000000,0.0047033383,0.0049610119,0.0000000000,0.0000000000,0.0106266215,0.0000000000,0.0000000000,0.0037245215,0.0028534103,0.0000000000,0.0000000000,0.0046371464,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3059108257,0.0055181272,-0.0168704558,-0.3217481673,0.0055201910,-0.0174762104
21:22:28:03.401,61,0.0000000000,0.0162274372,0.0000000000,0.4332131445,0.0000000000,0.0000000000,0.1583064944,0.0000000000,0.0140524851,0.5239600539,0.0000000000,0.0000000000,0.0000000000,0.1596055031,0.0000000000,0.0000000000,0.0150736012,0.0000000000,0.0000000000,0.0049714227,0.0422049388,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0630079433,0.0736921802,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0547529943,0.0527142063,0.0091068065,0.0071385852,0.0000000000,0.0000000000,0.0045775091,0.0048237005,0.0000000000,0.0000000000,0.0088190064,0.0000000000,0.0000000000,0.0035458868,0.0028372773,0.0000000000,0.0000000000,0.0039901333,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3113346994,0.0111288093,-0.0189649966,-0.3274545968,0.0111313723,-0.0192541517
21:22:28:04.403,61,0.0000000000,0.0224811919,0.0000000000,0.4308496714,0.0000000000,0.0000000000,0.1895518750,0.0000000000,0.0201915614,0.5218756795,0.0000000000,0.0000000000,0.0000000000,0.1912190318,0.0000000000,0.0000000000,0.0149271786,0.0000000000,0.0000000000,0.0048262575,0.0424340963,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0652586371,0.0762615055,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0544279292,0.0528173186,0.0088097937,0.0067607109,0.0000000000,0.0000000000,0.0045001693,0.0047333399,0.0000000000,0.0000000000,0.0073522474,0.0000000000,0.0000000000,0.0034184703,0.0028382053,0.0001366241,0.0000000000,0.0035063280,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3100265265,0.0147345699,-0.0200464241,-0.3259558976,0.0147375502,-0.0201049708
21:22:28:05.405,61,0.0000000000,0.0258052833,0.0000000000,0.4305166006,0.0000000000,0.0000000000,0.2066120207,0.0000000000,0.0234563872,0.5214635730,0.0000000000,0.0000000000,0.0000000000,0.2084088624,0.0000000000,0.0000000000,0.0147761926,0.0000000000,0.0000000000,0.0047183032,0.0426707976,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0663577765,0.0773910582,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0543959066,0.0530546978,0.0085778534,0.0064513395,0.0000000000,0.0000000000,0.0044495170,0.0046687699,0.0000000000,0.0000000000,0.0061635342,0.0000000000,0.0000000000,0.0033169910,0.0028541188,0.0004262419,0.0000000000,0.0031315098,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3097431064,0.0166602544,-0.0206468496,-0.3257209063,0.0166633837,-0.0205918252
21:22:28:06.406,61,0.0000000000,0.0215204135,0.0000000000,0.4277622700,0.0000000000,0.0000000000,0.2152942270,0.0000000000,0.0192622188,0.5187429190,0.0000000000,0.0000000000,0.0000000000,0.2171460390,0.0000000000,0.0000000000,0.0146254292,0.0000000000,0.0000000000,0.0046427655,0.0429508612,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0675095171,0.0783005059,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0544676855,0.0533167869,0.0083754575,0.0061760987,0.0000000000,0.0000000000,0.0044014002,0.0046097082,0.0000000000,0.0000000000,0.0052007409,0.0000000000,0.0000000000,0.0032440415,0.0028767355,0.0007099763,0.0000000000,0.0028131700,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3081764877,0.0141444020,-0.0197438076,-0.3240829408,0.0141473077,-0.0198343173
21:22:28:07.408,61,0.0000000000,0.0115623353,0.0000000000,0.4165630043,0.0000000000,0.0000000000,0.2195587903,0.0000000000,0.0095252981,0.5078416467,0.0000000000,0.0000000000,0.0000000000,0.2214338779,0.0000000000,0.0000000000,0.0144752432,0.0000000000,0.0000000000,0.0045942916,0.0432207473,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0683574080,0.0789149106,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0544527769,0.0534500778,0.0081642922,0.0058963965,0.0000000000,0.0000000000,0.0043538595,0.0045575211,0.0000000000,0.0000000000,0.0043490813,0.0000000000,0.0000000000,0.0031710211,0.0029147079,0.0010029319,0.0000000000,0.0025474248,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3018056452,0.0082617924,-0.0175115503,-0.3173422515,0.0082641989,-0.0179296993
21:22:28:08.409,61,0.0000000000,0.0113871209,0.0000000000,0.4173221290,0.0000000000,0.0000000000,0.2215102613,0.0000000000,0.0093506724,0.5085933805,0.0000000000,0.0000000000,0.0000000000,0.2233919948,0.0000000000,0.0000000000,0.0143416421,0.0000000000,0.0000000000,0.0045413580,0.0433683023,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0690307319,0.0794079006,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0543894321,0.0535234399,0.0079506692,0.0056173722,0.0000000000,0.0000000000,0.0042994893,0.0045006368,0.0000000000,0.0000000000,0.0035794475,0.0000000000,0.0000000000,0.0030936273,0.0029282572,0.0012471753,0.0000000000,0.0022625334,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3022541106,0.0081673600,-0.0175069217,-0.3178066015,0.0081697628,-0.0179322101
21:22:28:09.411,61,0.0000000000,0.0110440953,0.0000000000,0.4170877039,0.0000000000,0.0000000000,0.2223637998,0.0000000000,0.0090149650,0.5083515048,0.0000000000,0.0000000000,0.0000000000,0.2242459953,0.0000000000,0.0000000000,0.0142065790,0.0000000000,0.0000000000,0.0044870158,0.0433090590,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0696239173,0.0798590779,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0542731434,0.0535359383,0.0077250642,0.0053271363,0.0000000000,0.0000000000,0.0042363573,0.0044338349,0.0000000000,0.0000000000,0.0028899745,0.0000000000,0.0000000000,0.0030067565,0.0029070959,0.0014323986,0.0000000000,0.0019541956,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3021138310,0.0079665333,-0.0174361933,-0.3176664710,0.0079689026,-0.0178735629
21:22:28:10.412,61,0.0000000000,0.0125028668,0.0000000000,0.4202913642,0.0000000000,0.0000000000,0.2226237953,0.0000000000,0.0104370127,0.5114604831,0.0000000000,0.0000000000,0.0000000000,0.2245016396,0.0000000000,0.0000000000,0.0141018508,0.0000000000,0.0000000000,0.0043995250,0.0429366305,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0702480227,0.0803808719,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0540827774,0.0535006933,0.0074856728,0.0050258860,0.0000000000,0.0000000000,0.0041664112,0.0043605398,0.0000000000,0.0000000000,0.0022453815,0.0000000000,0.0000000000,0.0029041131,0.0028693315,0.0015792409,0.0000000000,0.0016430538,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3039465845,0.0088416077,-0.0178134311,-0.3196079433,0.0088440403,-0.0182057656
21:22:28:11.414,61,0.0000000000,0.0132117858,0.0000000000,0.4187665284,0.0000000000,0.0000000000,0.2224618345,0.0000000000,0.0111372834,0.5099941492,0.0000000000,0.0000000000,0.0000000000,0.2243310809,0.0000000000,0.0000000000,0.0139791109,0.0000000000,0.0000000000,0.0042787869,0.0424238741,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0708421096,0.0809480548,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0539321192,0.0535122119,0.0072622942,0.0047439411,0.0000000000,0.0000000000,0.0040951669,0.0042814566,0.0000000000,0.0000000000,0.0016782079,0.0000000000,0.0000000000,0.0028045790,0.0027983766,0.0016675990,0.0000000000,0.0012878065,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3030679524,0.0092378482,-0.0178885832,-0.3186721802,0.0092403591,-0.0182525814
21:22:28:12.415,61,0.0000000000,0.0124424919,0.0000000000,0.4161988199,0.0000000000,0.0000000000,0.2221393734,0.0000000000,0.0103903199,0.5074931383,0.0000000000,0.0000000000,0.0000000000,0.2240017354,0.0000000000,0.0000000000,0.0138612054,0.0000000000,0.0000000000,0.0041302158,0.0416666679,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0712469220,0.0814191252,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0536878668,0.0534681417,0.0070338282,0.0044622682,0.0000000000,0.0000000000,0.0040168026,0.0041948552,0.0000000000,0.0000000000,0.0012306621,0.0000000000,0.0000000000,0.0026947844,0.0027287775,0.0017391646,0.0000000000,0.0008987011,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.3015895784,0.0087680742,-0.0176579170,-0.3171128035,0.0087705366,-0.0180442296
21:22:28:13.417,61,0.0000000000,0.0099968910,0.0000000000,0.4132145941,0.0000000000,0.0000000000,0.2216681540,0.0000000000,0.0079991147,0.5045744181,0.0000000000,0.0000000000,0.0000000000,0.2235263884,0.0000000000,0.0000000000,0.0136707919,0.0000000000,0.0000000000,0.0039762305,0.0409287699,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0716192499,0.0818405449,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0534129702,0.0533880256,0.0068081580,0.0041907327,0.0000000000,0.0000000000,0.0039307526,0.0041008932,0.0000000000,0.0000000000,0.0008505401,0.0000000000,0.0000000000,0.0025902956,0.0026630035,0.0018068680,0.0000000000,0.0004979249,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2998796105,0.0073247328,-0.0171126444,-0.3153130412,0.0073270611,-0.0175800472
21:22:28:14.418,61,0.0000000000,0.0062994035,0.0000000000,0.4093506336,0.0000000000,0.0000000000,0.2210260183,0.0000000000,0.0043819295,0.5007476211,0.0000000000,0.0000000000,0.0000000000,0.2228832543,0.0000000000,0.0000000000,0.0134214545,0.0000000000,0.0000000000,0.0037778732,0.0401889756,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0718097016,0.0820719823,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0529843904,0.0531869903,0.0065782228,0.0039255726,0.0000000000,0.0000000000,0.0038209120,0.0039843004,0.0000000000,0.0000000000,0.0004934023,0.0000000000,0.0000000000,0.0024892073,0.0025829449,0.0018537657,0.0000000000,0.0000529572,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2976407111,0.0051510409,-0.0163181145,-0.3129855692,0.0051531717,-0.0169111304
21:22:28:15.420,61,0.0000000000,0.0046789506,0.0000000000,0.4068695903,0.0000000000,0.0000000000,0.2194909453,0.0000000000,0.0027985962,0.4983093143,0.0000000000,0.0000000000,0.0000000000,0.2213467360,0.0000000000,0.0000000000,0.0131578548,0.0000000000,0.0000000000,0.0035743965,0.0393626951,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0720497519,0.0823375061,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0524954274,0.0529202968,0.0063376888,0.0036537778,0.0000000000,0.0000000000,0.0037055241,0.0038651219,0.0000000000,0.0000000000,0.0001820746,0.0000000000,0.0000000000,0.0023772924,0.0025085679,0.0018923553,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2962065339,0.0041926615,-0.0159475747,-0.3114846051,0.0041946992,-0.0165942274
21:22:28:16.422,61,0.0000000000,0.0000000000,0.0000000000,0.3836717308,0.0000000000,0.0000000000,0.2148713022,0.0000000000,0.0000000000,0.4757554233,0.0000000000,0.0000000000,0.0000000000,0.2166696638,0.0000000000,0.0000000000,0.0128844744,0.0000000000,0.0000000000,0.0033372187,0.0379288457,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0721313208,0.0824848562,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0517883934,0.0524577871,0.0060496479,0.0033441903,0.0000000000,0.0000000000,0.0035771867,0.0037344052,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022475133,0.0024056023,0.0018809045,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2828408480,0.0012942813,-0.0143979732,-0.2973672748,0.0012961775,-0.0151719972
21:22:28:17.423,61,0.0000000000,0.0000000000,0.0000000000,0.3721590340,0.0000000000,0.0000000000,0.2086568773,0.0000000000,0.0000000000,0.4645281732,0.0000000000,0.0000000000,0.0000000000,0.2103941888,0.0000000000,0.0000000000,0.0126304580,0.0000000000,0.0000000000,0.0031327037,0.0369998217,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0722576007,0.0826974809,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0510940142,0.0519720204,0.0057635698,0.0030334741,0.0000000000,0.0000000000,0.0034646939,0.0036198481,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0021123418,0.0023134057,0.0018650175,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2761787474,0.0003264807,-0.0137898177,-0.2903538346,0.0003283434,-0.0146007901
21:22:28:18.425,61,0.0000000000,0.0000000000,0.0000000000,0.3679119051,0.0000000000,0.0000000000,0.2047553658,0.0000000000,0.0000000000,0.4604009390,0.0000000000,0.0000000000,0.0000000000,0.2064599693,0.0000000000,0.0000000000,0.0124163637,0.0000000000,0.0000000000,0.0029287541,0.0361628048,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0722691342,0.0828046575,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0504022092,0.0514989011,0.0054890532,0.0027378714,0.0000000000,0.0000000000,0.0033584405,0.0035097289,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019812977,0.0022266824,0.0018481542,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2737280130,0.0000846870,-0.0136017175,-0.2877650857,0.0000865534,-0.0144189186
21:22:28:19.426,61,0.0000000000,0.0000000000,0.0000000000,0.3610113263,0.0000000000,0.0000000000,0.2021519691,0.0000000000,0.0000000000,0.4537144899,0.0000000000,0.0000000000,0.0000000000,0.2038360834,0.0000000000,0.0000000000,0.0122225890,0.0000000000,0.0000000000,0.0027186605,0.0354351327,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0722884759,0.0829462633,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0497718267,0.0510805547,0.0052379961,0.0024647471,0.0000000000,0.0000000000,0.0032486292,0.0033961993,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018617040,0.0021209230,0.0017979379,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2697592974,-0.0004447512,-0.0132604409,-0.2835602164,-0.0004428849,-0.0140960217
21:22:28:20.428,61,0.0000000000,0.0000000000,0.0000000000,0.3551560938,0.0000000000,0.0000000000,0.2008137256,0.0000000000,0.0000000000,0.4480665922,0.0000000000,0.0000000000,0.0000000000,0.2024880648,0.0000000000,0.0000000000,0.0120531637,0.0000000000,0.0000000000,0.0025179712,0.0348054655,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0722984597,0.0830739886,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0492268912,0.0507294573,0.0050237090,0.0022281564,0.0000000000,0.0000000000,0.0031440239,0.0032879973,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0017625589,0.0020161702,0.0017362593,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2663966119,-0.0001307689,-0.0131869586,-0.2799841762,-0.0001288131,-0.0139894085
21:22:28:21.429,61,0.0000000000,0.0002019964,0.0000000000,0.3517118692,0.0000000000,0.0000000000,0.1998917758,0.0000000000,0.0000000000,0.4447656274,0.0000000000,0.0000000000,0.0000000000,0.2015568763,0.0000000000,0.0000000000,0.0119162500,0.0000000000,0.0000000000,0.0023656276,0.0342491306,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0723831877,0.0832379609,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0487737171,0.0504158400,0.0048257001,0.0020092768,0.0000000000,0.0000000000,0.0030570081,0.0031994251,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016718311,0.0019157924,0.0016699262,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2644159496,0.0011929683,-0.0134581234,-0.2778686285,0.0011950806,-0.0141681712
21:22:28:22.431,61,0.0000000000,0.0042064404,0.0000000000,0.3497375250,0.0000000000,0.0000000000,0.1994574666,0.0000000000,0.0025023960,0.4429080486,0.0000000000,0.0000000000,0.0000000000,0.2011131644,0.0000000000,0.0000000000,0.0117997015,0.0000000000,0.0000000000,0.0022241084,0.0337475203,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0725114718,0.0834291875,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0484121963,0.0501658916,0.0046520834,0.0018155992,0.0000000000,0.0000000000,0.0029789887,0.0031204328,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015985884,0.0017992317,0.0015804754,0.0000000000,0.0000000000,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.2632795870,0.0034761764,-0.0140319504,-0.2766391039,0.0034785382,-0.0145909656
